flight_connection_id,ops_fid1,flight_id1,flight_id2,f1_sch_arr,f2_sch_dep,pax_sch_layover,conn1_num_passengers,conn1_min_mct,conn1_dest_cd,conn1_min_mct_sec,conn1_orig_cd,ops_fid2
2634ATL2025-12-03_UA_72,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,72IAD2025-12-04,1764815100,1764819600,4500,3,45,TLV,2700,IAD,
2634ATL2025-12-03_CM_357,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,357IAD2025-12-04,1764815100,1764854520,39420,3,45,PTY,2700,IAD,
2634ATL2025-12-03_UA_942,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,942IAD2025-12-04,1764815100,1764817500,2400,5,45,LIS,2700,IAD,
2634ATL2025-12-03_UA_932,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,932IAD2025-12-04,1764815100,1764817200,2100,2,45,FRA,2700,IAD,
2634ATL2025-12-03_UA_1691,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,1691IAD2025-12-04,1764815100,1764819300,4200,1,45,RDU,2700,IAD,
2634ATL2025-12-03_UA_4020,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,4020IAD2025-12-04,1764815100,1764818100,3000,1,40,CLE,2400,IAD,
2634ATL2025-12-03_UA_367,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,367IAD2025-12-04,1764815100,1764817800,2700,1,45,SFO,2700,IAD,
2634ATL2025-12-03_UA_755,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,755IAD2025-12-04,1764815100,1764817560,2460,3,45,BOS,2700,IAD,
2634ATL2025-12-03_UA_4007,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,4007IAD2025-12-04,1764815100,1764817980,2880,2,40,DTW,2400,IAD,
2634ATL2025-12-03_UA_1606,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,1606IAD2025-12-04,1764815100,1764819300,4200,1,45,EWR,2700,IAD,
2634ATL2025-12-03_UA_4065,UA_2634_2025-12-03_ATL_IAD_0_0,2634ATL2025-12-03,4065IAD2025-12-04,1764815100,1764817620,2520,1,40,IND,2400,IAD,
786ICT2025-12-04_UA_1126,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,1126ORD2025-12-04,1764862140,1764867600,5460,9,40,EWR,2400,ORD,
786ICT2025-12-04_UA_3517,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,3517ORD2025-12-04,1764862140,1764866400,4260,1,40,ROC,2400,ORD,
786ICT2025-12-04_UA_3459,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,3459ORD2025-12-04,1764862140,1764866100,3960,2,40,GRR,2400,ORD,
786ICT2025-12-04_UA_4645,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,4645ORD2025-12-04,1764862140,1764867300,5160,1,40,FWA,2400,ORD,
786ICT2025-12-04_UA_2653,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,2653ORD2025-12-04,1764862140,1764867840,5700,3,40,RDU,2400,ORD,
786ICT2025-12-04_UA_5640,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,5640ORD2025-12-04,1764862140,1764867000,4860,1,40,LEX,2400,ORD,
786ICT2025-12-04_UA_2414,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,2414ORD2025-12-04,1764862140,1764867000,4860,1,40,BNA,2400,ORD,
786ICT2025-12-04_UA_4389,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,4389ORD2025-12-04,1764862140,1764874500,12360,1,40,CID,2400,ORD,
786ICT2025-12-04_AC_522,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,522ORD2025-12-04,1764862140,1764874200,12060,1,0,YUL,0,ORD,
786ICT2025-12-04_UA_5702,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,5702ORD2025-12-04,1764862140,1764873720,11580,1,40,SBN,2400,ORD,
786ICT2025-12-04_UA_944,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,944ORD2025-12-04,1764862140,1764883200,21060,1,0,FRA,0,ORD,
786ICT2025-12-04_UA_1848,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,1848ORD2025-12-04,1764862140,1764866100,3960,1,40,ATL,2400,ORD,UA_1848_2025-12-04_ORD_ATL_0_0
786ICT2025-12-04_UA_304,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,304ORD2025-12-04,1764862140,1764867000,4860,1,40,MSY,2400,ORD,
786ICT2025-12-04_UA_2008,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,2008ORD2025-12-04,1764862140,1764867900,5760,4,40,MCO,2400,ORD,
786ICT2025-12-04_UA_5234,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,5234ORD2025-12-04,1764862140,1764865380,3240,1,40,MKE,2400,ORD,
786ICT2025-12-04_UA_1097,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,1097ORD2025-12-04,1764862140,1764868680,6540,2,40,DCA,2400,ORD,
786ICT2025-12-04_UA_5266,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,5266ORD2025-12-04,1764862140,1764866100,3960,1,40,MLI,2400,ORD,
786ICT2025-12-04_UA_3503,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,3503ORD2025-12-04,1764862140,1764866880,4740,1,40,CMH,2400,ORD,
786ICT2025-12-04_UA_1205,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,1205ORD2025-12-04,1764862140,1764870660,8520,1,40,EWR,2400,ORD,
786ICT2025-12-04_UA_2195,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,2195ORD2025-12-04,1764862140,1764867960,5820,1,40,BDL,2400,ORD,
786ICT2025-12-04_UA_2467,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,2467ORD2025-12-04,1764862140,1764867000,4860,3,40,DTW,2400,ORD,
786ICT2025-12-04_UA_2389,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,2389ORD2025-12-04,1764862140,1764867060,4920,1,40,CLE,2400,ORD,
786ICT2025-12-04_UA_399,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,399ORD2025-12-04,1764862140,1764867600,5460,3,40,BOS,2400,ORD,
786ICT2025-12-04_UA_4489,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,4489ORD2025-12-04,1764862140,1764867300,5160,2,40,DAY,2400,ORD,
786ICT2025-12-04_UA_4791,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,4791ORD2025-12-04,1764862140,1764866100,3960,1,40,SBN,2400,ORD,
786ICT2025-12-04_UA_1878,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,1878ORD2025-12-04,1764862140,1764868200,6060,1,40,IND,2400,ORD,
786ICT2025-12-04_UA_1332,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,1332ORD2025-12-04,1764862140,1764867600,5460,2,40,LGA,2400,ORD,
786ICT2025-12-04_UA_5601,UA_786_2025-12-04_ICT_ORD_0_0,786ICT2025-12-04,5601ORD2025-12-04,1764862140,1764877680,15540,1,40,FNT,2400,ORD,
345DCA2025-12-02_UA_1630,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,1630ORD2025-12-02,1764702720,1764712800,10080,2,40,RNO,2400,ORD,
345DCA2025-12-02_UA_3499,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,3499ORD2025-12-02,1764702720,1764705960,3240,5,40,MKE,2400,ORD,
345DCA2025-12-02_UA_4554,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,4554ORD2025-12-02,1764702720,1764705300,2580,1,40,GRB,2400,ORD,
345DCA2025-12-02_UA_1577,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,1577ORD2025-12-02,1764702720,1764707700,4980,3,40,SFO,2400,ORD,
345DCA2025-12-02_UA_664,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,664ORD2025-12-02,1764702720,1764712140,9420,1,40,MCI,2400,ORD,
345DCA2025-12-02_UA_3569,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,3569ORD2025-12-02,1764702720,1764712200,9480,2,40,DSM,2400,ORD,
345DCA2025-12-02_UA_5448,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,5448ORD2025-12-02,1764702720,1764705480,2760,1,40,FWA,2400,ORD,
345DCA2025-12-02_UA_5564,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,5564ORD2025-12-02,1764702720,1764706500,3780,3,40,SBN,2400,ORD,
345DCA2025-12-02_UA_2618,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,2618ORD2025-12-02,1764702720,1764706440,3720,5,40,STL,2400,ORD,
345DCA2025-12-02_UA_609,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,609ORD2025-12-02,1764702720,1764705060,2340,1,40,DEN,2400,ORD,
345DCA2025-12-02_UA_5439,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,5439ORD2025-12-02,1764702720,1764706200,3480,1,40,CRW,2400,ORD,
345DCA2025-12-02_UA_5601,UA_345_2025-12-02_DCA_ORD_0_0,345DCA2025-12-02,5601ORD2025-12-02,1764702720,1764704880,2160,1,40,FNT,2400,ORD,
2462SFO2025-12-01_UA_1079,UA_2462_2025-12-01_SFO_SEA_0_0,2462SFO2025-12-01,1079SEA2025-12-02,1764665400,1764687600,22200,1,0,EWR,0,SEA,
1492ORD2025-12-04_UA_1389,UA_1492_2025-12-04_ORD_CMH_0_0,1492ORD2025-12-04,1389CMH2025-12-05,1764897060,1764970800,73740,1,0,DEN,0,CMH,
1025MEX2025-12-04_UA_1975,UA_1025_2025-12-04_MEX_IAH_0_0,1025MEX2025-12-04,1975IAH2025-12-05,1764900600,1764906900,6300,1,0,SAT,0,IAH,
1025MEX2025-12-04_WS_1541,UA_1025_2025-12-04_MEX_IAH_0_0,1025MEX2025-12-04,1541IAH2025-12-05,1764900600,1764963300,62700,1,0,YYC,0,IAH,
1025MEX2025-12-04_UA_2474,UA_1025_2025-12-04_MEX_IAH_0_0,1025MEX2025-12-04,2474IAH2025-12-05,1764900600,1764906480,5880,2,0,MSY,0,IAH,
1025MEX2025-12-04_UA_434,UA_1025_2025-12-04_MEX_IAH_0_0,1025MEX2025-12-04,434IAH2025-12-05,1764900600,1764905700,5100,1,0,LAX,0,IAH,
1025MEX2025-12-04_UA_1807,UA_1025_2025-12-04_MEX_IAH_0_0,1025MEX2025-12-04,1807IAH2025-12-05,1764900600,1764906120,5520,1,0,DFW,0,IAH,
1025MEX2025-12-04_UA_1179,UA_1025_2025-12-04_MEX_IAH_0_0,1025MEX2025-12-04,1179IAH2025-12-05,1764900600,1764907200,6600,2,0,AUS,0,IAH,
1025MEX2025-12-04_UA_787,UA_1025_2025-12-04_MEX_IAH_0_0,1025MEX2025-12-04,787IAH2025-12-05,1764900600,1764906180,5580,2,0,ORD,0,IAH,
1025MEX2025-12-04_UA_1767,UA_1025_2025-12-04_MEX_IAH_0_0,1025MEX2025-12-04,1767IAH2025-12-05,1764900600,1764906840,6240,4,0,DEN,0,IAH,
1814BNA2025-12-03_AC_585,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,585EWR2025-12-03,1764786540,1764796200,9660,1,0,YYC,0,EWR,
1814BNA2025-12-03_UA_962,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,962EWR2025-12-03,1764786540,1764802200,15660,1,0,BER,0,EWR,
1814BNA2025-12-03_UA_956,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,956EWR2025-12-03,1764786540,1764801300,14760,6,0,GVA,0,EWR,
1814BNA2025-12-03_UA_30,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,30EWR2025-12-03,1764786540,1764799200,12660,9,0,MUC,0,EWR,
1814BNA2025-12-03_UA_70,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,70EWR2025-12-03,1764786540,1764801300,14760,4,0,AMS,0,EWR,
1814BNA2025-12-03_UA_3660,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,3660EWR2025-12-03,1764786540,1764792000,5460,2,0,YOW,0,EWR,
1814BNA2025-12-03_UA_51,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,51EWR2025-12-04,1764786540,1764809100,22560,2,0,MAD,0,EWR,
1814BNA2025-12-03_UA_1108,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,1108EWR2025-12-03,1764786540,1764792000,5460,1,0,RDU,0,EWR,UA_1108_2025-12-03_EWR_RDU_0_0
1814BNA2025-12-03_UA_57,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,57EWR2025-12-03,1764786540,1764803100,16560,1,0,CDG,0,EWR,
1814BNA2025-12-03_UA_14,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,14EWR2025-12-04,1764786540,1764810000,23460,1,0,LHR,0,EWR,
1814BNA2025-12-03_OS_38,UA_1814_2025-12-03_BNA_EWR_0_0,1814BNA2025-12-03,38EWR2025-12-03,1764786540,1764802500,15960,4,90,VIE,5400,EWR,
1848ORD2025-12-04_DL_862,UA_1848_2025-12-04_ORD_ATL_0_0,1848ORD2025-12-04,862ATL2025-12-05,1764873600,1764953460,79860,1,35,BOS,2100,ATL,
1807IAH2025-12-04_UA_2655,UA_1807_2025-12-04_IAH_DFW_0_0,1807IAH2025-12-04,2655DFW2025-12-05,1764910740,1764976020,65280,1,0,DEN,0,DFW,
1819GRR2025-12-02_UA_5643,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,5643ORD2025-12-03,1764717000,1764720300,3300,1,40,SYR,2400,ORD,
1819GRR2025-12-02_UA_2211,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,2211ORD2025-12-03,1764717000,1764726300,9300,3,40,SEA,2400,ORD,
1819GRR2025-12-02_UA_2652,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,2652ORD2025-12-03,1764717000,1764720900,3900,1,40,CLE,2400,ORD,
1819GRR2025-12-02_UA_4186,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,4186ORD2025-12-02,1764717000,1764719400,2400,2,40,STL,2400,ORD,
1819GRR2025-12-02_UA_5538,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,5538ORD2025-12-02,1764717000,1764719940,2940,1,40,HSV,2400,ORD,
1819GRR2025-12-02_UA_953,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,953ORD2025-12-03,1764717000,1764720000,3000,3,0,MUC,0,ORD,
1819GRR2025-12-02_LH_435,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,435ORD2025-12-03,1764717000,1764733800,16800,1,35,MUC,2100,ORD,
1819GRR2025-12-02_UA_2179,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,2179ORD2025-12-03,1764717000,1764722100,5100,2,40,SFO,2400,ORD,
1819GRR2025-12-02_UA_2622,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,2622ORD2025-12-03,1764717000,1764726300,9300,4,40,MSY,2400,ORD,
1819GRR2025-12-02_UA_5573,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,5573ORD2025-12-02,1764717000,1764719400,2400,1,40,CID,2400,ORD,
1819GRR2025-12-02_UA_2677,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,2677ORD2025-12-03,1764717000,1764720900,3900,2,40,IAD,2400,ORD,
1819GRR2025-12-02_UA_658,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,658ORD2025-12-03,1764717000,1764726720,9720,1,40,SAT,2400,ORD,
1819GRR2025-12-02_UA_274,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,274ORD2025-12-03,1764717000,1764720420,3420,1,40,RIC,2400,ORD,
1819GRR2025-12-02_UA_2424,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,2424ORD2025-12-03,1764717000,1764720720,3720,1,40,RDU,2400,ORD,
1819GRR2025-12-02_UA_5517,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,5517ORD2025-12-03,1764717000,1764721200,4200,2,40,PVD,2400,ORD,
1819GRR2025-12-02_UA_5555,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,5555ORD2025-12-02,1764717000,1764719400,2400,2,40,MKE,2400,ORD,
1819GRR2025-12-02_UA_1673,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1673ORD2025-12-03,1764717000,1764727140,10140,7,40,DFW,2400,ORD,
1819GRR2025-12-02_UA_1369,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1369ORD2025-12-03,1764717000,1764720000,3000,3,40,DCA,2400,ORD,
1819GRR2025-12-02_EK_236,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,236ORD2025-12-03,1764717000,1764726300,9300,5,40,DXB,2400,ORD,
1819GRR2025-12-02_UA_1776,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1776ORD2025-12-03,1764717000,1764720120,3120,1,40,PHL,2400,ORD,
1819GRR2025-12-02_UA_1400,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1400ORD2025-12-03,1764717000,1764720600,3600,1,40,MSP,2400,ORD,
1819GRR2025-12-02_UA_3628,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,3628ORD2025-12-02,1764717000,1764719460,2460,1,40,IND,2400,ORD,
1819GRR2025-12-02_UA_1069,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1069ORD2025-12-03,1764717000,1764728280,11280,3,40,MCI,2400,ORD,
1819GRR2025-12-02_UA_972,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,972ORD2025-12-02,1764717000,1764719700,2700,3,0,BRU,0,ORD,
1819GRR2025-12-02_UA_4712,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,4712ORD2025-12-03,1764717000,1764726900,9900,1,40,ELP,2400,ORD,
1819GRR2025-12-02_UA_3689,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,3689ORD2025-12-02,1764717000,1764719640,2640,1,40,SDF,2400,ORD,
1819GRR2025-12-02_UA_5140,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,5140ORD2025-12-03,1764717000,1764732300,15300,1,40,CMX,2400,ORD,
1819GRR2025-12-02_UA_4468,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,4468ORD2025-12-03,1764717000,1764727140,10140,1,40,LEX,2400,ORD,
1819GRR2025-12-02_UA_1084,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1084ORD2025-12-02,1764717000,1764719400,2400,4,40,SAV,2400,ORD,
1819GRR2025-12-02_UA_426,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,426ORD2025-12-03,1764717000,1764720540,3540,2,40,BWI,2400,ORD,
1819GRR2025-12-02_UA_1616,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1616ORD2025-12-03,1764717000,1764720900,3900,3,40,DEN,2400,ORD,
1819GRR2025-12-02_UA_1178,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1178ORD2025-12-02,1764717000,1764719400,2400,4,40,ORF,2400,ORD,
1819GRR2025-12-02_LX_9,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,9ORD2025-12-03,1764717000,1764723000,6000,3,40,ZRH,2400,ORD,
1819GRR2025-12-02_UA_291,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,291ORD2025-12-03,1764717000,1764720780,3780,1,40,BDL,2400,ORD,
1819GRR2025-12-02_UA_920,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,920ORD2025-12-02,1764717000,1764719400,2400,1,0,LHR,0,ORD,
1819GRR2025-12-02_UA_5545,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,5545ORD2025-12-03,1764717000,1764721500,4500,1,40,BUF,2400,ORD,
1819GRR2025-12-02_UA_907,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,907ORD2025-12-03,1764717000,1764721500,4500,4,0,FRA,0,ORD,
1819GRR2025-12-02_UA_636,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,636ORD2025-12-03,1764717000,1764725700,8700,1,40,SFO,2400,ORD,
1819GRR2025-12-02_UA_1989,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1989ORD2025-12-03,1764717000,1764721020,4020,1,40,BOS,2400,ORD,
1819GRR2025-12-02_UA_1851,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1851ORD2025-12-03,1764717000,1764720780,3780,3,40,IAH,2400,ORD,
1819GRR2025-12-02_UA_2059,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,2059ORD2025-12-03,1764717000,1764726240,9240,3,40,PDX,2400,ORD,
1819GRR2025-12-02_UA_714,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,714ORD2025-12-03,1764717000,1764720180,3180,3,40,MDT,2400,ORD,
1819GRR2025-12-02_UA_534,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,534ORD2025-12-03,1764717000,1764720300,3300,2,40,EWR,2400,ORD,
1819GRR2025-12-02_UA_1967,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,1967ORD2025-12-03,1764717000,1764720300,3300,8,40,LAX,2400,ORD,
1819GRR2025-12-02_UA_4521,UA_1819_2025-12-02_GRR_ORD_0_0,1819GRR2025-12-02,4521ORD2025-12-02,1764717000,1764719400,2400,1,40,AVL,2400,ORD,
2411STL2025-12-03_UA_5263,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,5263DEN2025-12-04,1764810420,1764815100,4680,1,0,IDA,0,DEN,
2411STL2025-12-03_UA_1588,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,1588DEN2025-12-04,1764810420,1764814500,4080,3,0,RDM,0,DEN,
2411STL2025-12-03_UA_5779,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,5779DEN2025-12-04,1764810420,1764814800,4380,1,0,ASE,0,DEN,
2411STL2025-12-03_UA_351,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,351DEN2025-12-04,1764810420,1764814500,4080,3,0,PHX,0,DEN,
2411STL2025-12-03_UA_756,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,756DEN2025-12-04,1764810420,1764813900,3480,3,0,FAT,0,DEN,
2411STL2025-12-03_UA_655,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,655DEN2025-12-04,1764810420,1764816000,5580,1,0,LAS,0,DEN,
2411STL2025-12-03_UA_1394,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,1394DEN2025-12-04,1764810420,1764814860,4440,3,0,PSC,0,DEN,
2411STL2025-12-03_UA_760,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,760DEN2025-12-04,1764810420,1764818400,7980,4,0,MUC,0,DEN,
2411STL2025-12-03_UA_5461,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,5461DEN2025-12-04,1764810420,1764814980,4560,3,0,GTF,0,DEN,
2411STL2025-12-03_UA_778,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,778DEN2025-12-04,1764810420,1764815340,4920,1,0,GEG,0,DEN,
2411STL2025-12-03_UA_1093,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,1093DEN2025-12-04,1764810420,1764853200,42780,2,0,LAX,0,DEN,
2411STL2025-12-03_UA_2411,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,2411DEN2025-12-04,1764810420,1764814800,4380,1,0,BUR,0,DEN,
2411STL2025-12-03_UA_484,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,484DEN2025-12-04,1764810420,1764814500,4080,1,0,ABQ,0,DEN,
2411STL2025-12-03_UA_696,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,696DEN2025-12-04,1764810420,1764815100,4680,2,0,FCA,0,DEN,
2411STL2025-12-03_UA_742,UA_2411_2025-12-03_STL_DEN_0_0,2411STL2025-12-03,742DEN2025-12-04,1764810420,1764816600,6180,1,0,SNA,0,DEN,
